Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Liberia,LBR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1273.484096,1276.445371,1265.432694,1265.656947,1301.020579,1332.237916,1401.476687,1460.57702,1493.238366,1562.450081,1624.33188,1659.862757,1682.863088,1600.414275,1630.061365,1528.919763,1564.587961,1544.9151,1572.9093,1574.806311,1461.131179,1379.40262,1296.566041,1228.989955,1171.787655,1144.171042,1120.224674,1114.476067,1104.795992,822.9216384,409.5669181,357.6082209,236.4469978,160.258822,124.5955771,115.7941356,122.8561105,235.4513407,283.4317064,321.9045543,392.4902075,389.5484379,394.7398854,271.022142,272.8551567,279.7962343,292.0377423,307.3996186,315.8760863,319.6557364,327.4205097,343.6464003,361.2325074,383.0794397,376.5888573,367.4759785,352.6460784,
Libya,LBY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8782.826247,8967.247453,8671.836454,8453.584716,9403.453647,9670.084548,10653.7844,11175.12987,11707.9854,11856.02054,11631.71901,12120.56217,4578.531815,,,,,,
St. Lucia,LCA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,3303.268711,3613.67389,3691.940687,3552.328251,3727.688787,3750.218218,3877.113027,4116.5737,4403.903739,4984.510676,5092.030461,5709.709917,6124.338436,6493.088627,6425.93727,6855.581925,6798.257243,6826.660824,6857.66913,6963.559656,6810.473977,7145.331165,7242.271515,7144.882589,6808.901947,6774.617124,7039.883755,7518.651578,7415.021142,7840.603117,7906.699587,8221.772132,8070.114332,8007.696484,8220.793657,8119.678034,8095.140003,7987.52611,8113.531246,8151.63416,
Latin America & Caribbean,LCN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3629.795303,3763.208852,3836.158711,3826.889007,4000.653068,4096.478121,4153.004949,4224.476422,4439.479896,4601.037519,4784.416781,4978.549435,5205.864826,5518.690588,5731.621095,5806.023554,6022.328801,6171.347104,6266.638407,6529.988253,6785.271194,6657.969615,6462.798467,6152.475982,6261.001616,6353.167044,6510.8674,6603.413461,6536.246753,6500.697702,6404.150038,6522.871774,6589.959082,6728.636186,6915.387837,6914.522871,7029.096043,7273.893542,7313.491258,7212.36355,7382.00624,7341.960895,7269.168083,7286.964814,7657.139878,7894.832102,8214.685739,8579.149362,8811.340432,8553.127784,8943.357022,9229.759929,9385.096161,9538.306149,9517.455988,9400.374157,9239.218429,
Least developed countries: UN classification,LDC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,521.0540089,516.5898706,512.2467844,506.5522271,510.5037816,520.1811732,519.3813868,516.8837348,505.5452539,498.5781836,485.9100007,467.9062181,464.9685121,477.3489642,492.2364608,503.8533035,512.0644792,520.5215905,529.2633945,543.4064487,546.8030319,563.4454468,585.9311454,619.4653754,655.5154403,700.6082169,735.3115375,753.5968423,779.8547813,791.4565652,807.3978985,836.1819443,862.0186931,874.5851331,889.2018006,
Low income,LIC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,476.4792753,469.3265704,465.1170676,465.690101,469.8301377,472.0014693,476.4031295,471.2076476,460.478179,449.574434,421.1044964,408.7041229,403.8033252,407.8154505,420.4894678,423.4251504,425.0663024,426.8042561,422.8326242,430.3003751,427.3647392,428.0656335,439.6839669,453.6071519,463.6953239,480.0844745,490.6291679,503.5576751,522.0282831,537.5838302,543.684321,560.6503461,579.06347,590.1403482,598.5903277,
Liechtenstein,LIE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141165.0829,,,,,,,
Sri Lanka,LKA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,585.9078763,594.1440917,594.9966383,603.8544886,604.6376435,619.9561381,644.1971385,665.5840599,700.666775,711.8384143,706.3153452,689.6513746,724.4048721,738.3411148,769.1512991,780.1891346,805.0205395,835.3130511,873.463285,909.3233096,946.2024027,970.8254818,1003.049038,1039.351315,1075.90909,1106.837422,1110.027735,1121.692511,1132.15826,1189.393292,1229.215378,1268.760763,1342.088375,1403.949739,1469.091864,1514.541746,1602.44955,1669.229426,1731.838687,1824.721072,1784.067178,1840.56739,1934.071002,2022.830359,2132.357319,2278.87929,2416.493266,2542.942424,2615.982695,2808.434185,3026.99207,3286.007722,3371.182716,3506.731828,3642.206901,3759.229639,
Lower middle income,LMC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,565.8352591,573.4277888,580.9812724,595.9004686,617.3737387,614.4259804,606.930648,604.2726328,618.1893984,650.5116745,686.8858198,704.3454589,703.8339001,721.9939559,743.6206051,757.0502345,783.5828377,817.5411071,831.6468637,829.1440281,856.152082,859.5549154,863.0184317,871.9170729,876.585964,888.5563093,893.528964,896.6764644,928.6557038,952.7330395,965.2023367,955.2489327,955.668983,952.9302827,962.6269127,989.2475077,1027.560014,1048.144176,1034.735691,1061.887129,1088.943073,1116.410651,1138.351385,1190.324378,1269.930728,1333.918388,1412.181104,1500.099414,1550.062236,1601.135374,1692.027015,1755.418954,1817.201319,1889.282556,1966.991865,2043.825243,2117.209064,
Low & middle income,LMY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,975.2565238,983.6713737,1003.706297,1026.973373,1079.486825,1113.678169,1134.605692,1148.869425,1195.746892,1256.62434,1324.878171,1374.732068,1428.799161,1499.135833,1554.833425,1587.042544,1659.315986,1698.296081,1715.905562,1750.509607,1792.02563,1785.231731,1792.268724,1778.302711,1819.972236,1861.191552,1895.477597,1938.013307,1968.947369,1984.826869,1987.886082,1974.564195,1954.727427,1973.896759,1988.078802,2026.503739,2089.837908,2157.136018,2164.622541,2200.412974,2289.668801,2334.918085,2397.797382,2493.923349,2658.652203,2808.525856,2994.557656,3213.835547,3350.831995,3382.890151,3588.094124,3757.533011,3891.013257,4038.126347,4163.222375,4267.414352,4383.407183,
Lesotho,LSO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,257.2167388,257.5163962,291.7099524,316.7588085,336.464422,337.1472476,329.2383334,357.9084208,349.4089246,347.6203666,347.9559527,358.3255553,350.327544,433.6077751,470.6763701,397.5973047,430.641741,511.0973369,588.8819793,590.1138365,559.2610582,549.0757382,559.5342604,557.2584855,575.1458463,578.1404843,594.0605089,588.3537603,628.7409625,654.3057365,681.7851879,715.6388626,750.4519182,761.6052538,792.2867525,804.8390879,837.5635586,857.4627484,860.7373095,855.8480551,880.3716788,903.3847774,902.0998351,935.4712236,943.6131803,968.3999117,1001.087068,1040.667573,1101.004417,1113.984813,1169.267842,1235.662776,1293.633415,1300.406154,1323.237732,1338.535374,1352.476709,
Late-demographic dividend,LTE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,943.2329033,937.1237233,954.4945176,966.868834,1008.356304,1046.846182,1088.607684,1092.076894,1140.093705,1223.800666,1314.664482,1392.930993,1475.573951,1585.712306,1655.871218,1705.01515,1797.57129,1884.372102,1957.871516,2073.815959,2214.985973,2181.345968,2185.093557,2164.892049,2287.583795,2418.694818,2524.746817,2633.015639,2709.054407,2785.256172,2754.531984,2731.611379,2683.26194,2740.281746,2802.954421,2911.47758,3008.519355,3128.471797,3164.355341,3267.41428,3461.828484,3599.30872,3773.443879,3986.71401,4272.605062,4549.587161,4916.370191,5359.582419,5672.815936,5785.285394,6190.836555,6572.991675,6883.444668,7198.756387,7480.323326,7714.492451,7948.659646,
Lithuania,LTU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5322.419525,5639.236888,6152.136988,6659.598095,6630.914566,6933.587869,7447.077453,8014.636909,8931.519535,9624.013733,10537.91037,11500.52915,12928.25994,13405.18824,11546.82225,11984.86857,12999.42674,13679.149,14301.72976,14935.53502,15383.46264,15945.52348,
Luxembourg,LUX,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,27085.59103,27867.78139,27902.52618,28563.7963,30467.45251,29901.4155,30015.24427,29981.52395,31156.39292,34096.06492,35457.23573,36057.45456,37973.16014,40677.89997,41842.2231,38667.87318,39452.09622,40001.8771,41557.3053,42432.56179,42637.31854,42277.60136,42720.79505,43986.07989,46659.48792,47869.48337,52413.05075,54131.9196,58288.76721,63380.47284,65921.91017,70667.23837,71003.66912,72999.73764,74763.87116,74776.80547,74790.0676,78075.53056,81771.44098,87516.44512,93462.92485,94695.33924,97287.59728,97678.46054,99778.46879,101380.7746,104943.4403,111968.3495,108577.3523,101939.6134,104965.3061,105264.7484,102404.6119,103721.747,107152.9089,107648.608,108600.9349,
Latvia,LVA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5140.528159,5321.39679,5857.036582,6298.1261,6515.892723,6934.722926,7478.763105,8103.587637,8872.103199,9717.109046,10873.41429,12278.30704,13614.25637,13270.00041,11547.99077,11326.21947,12270.34062,12924.72616,13381.33173,13758.95531,14284.28833,14734.46396,
"Macao SAR, China",MAC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,16448.83829,17419.43459,18129.3881,17515.83436,17923.99185,19648.63239,20351.34542,20602.15244,21532.30021,21700.20408,23996.3811,24703.33061,25235.06771,25544.55472,24928.23353,24363.61472,22780.57463,21777.45721,22524.43687,22640.56997,24072.02849,26220.13563,32438.31862,34246.07919,37959.09639,42537.72745,43081.37726,42739.37597,52374.79445,62279.49072,66449.12304,72183.58345,69749.10278,53580.4496,52144.03642,
St. Martin (French part),MAF,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,815.5008587,875.5311258,939.69873,995.3668251,1019.551877,1053.888655,1057.368208,1072.547358,1108.759352,1166.449171,1263.064241,1308.011757,1304.978636,1334.251691,1349.207852,1293.49722,1375.28472,1361.166153,1415.049434,1466.724044,1568.684028,1531.865477,1680.349986,1695.42985,1720.780487,1811.401618,1741.920888,1699.403662,1848.783237,1722.193306,1907.786447,1853.012855,1962.03424,1958.953786,1972.300287,2091.234516,2130.733918,2230.904753,2310.338449,2358.443579,2507.674658,2566.216701,2686.228297,2765.856154,2834.20472,2942.038817,2987.31592,3077.315005,3113.799415,3209.714713,3204.864653,
Monaco,MCO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144246.3688,,,,,,,
Moldova,MDA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086.936033,1025.106586,1045.851658,977.8249955,946.3741874,968.2881767,1029.653765,1112.540193,1189.312174,1280.485916,1379.875617,1450.134315,1497.103826,1616.95279,1521.855571,1631.535832,1743.488077,1731.510798,1894.780109,1986.94062,1980.267412,2062.708501,
Madagascar,MDG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,716.0817712,713.3773828,712.0040565,688.1816964,697.7916656,677.2912242,673.8274681,692.9413434,721.1514333,728.4218709,746.5219735,755.0127203,725.1483769,686.7821627,681.1904056,670.5718339,631.8126624,628.5777785,594.5950292,634.7233378,621.7154766,545.4720135,520.3559145,510.1259267,504.1502908,495.6554464,491.2758753,483.262598,485.8105986,491.4355261,492.3989088,448.0355093,440.1372105,436.1016674,422.7461608,416.9383208,412.8083375,414.7742537,417.666676,423.5761412,430.1089963,442.1358235,374.4890908,398.9019786,407.5174621,413.8674949,422.1411671,435.7172452,453.6365642,423.3057408,412.7309341,407.3272819,408.3421256,406.3749932,408.6610331,410.1941592,416.0027172,
Maldives,MDV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5478.84951,5630.841183,6282.231852,6485.024187,5484.950269,6736.81326,7068.651769,7537.636844,6806.405055,7100.405909,7490.445223,7458.860057,7776.543945,8124.707764,8105.540252,8416.94476,
Middle East & North Africa,MEA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,3309.618982,3576.28695,4158.134799,4501.335723,5092.945508,5521.977759,5901.480549,5642.851545,6332.948628,6407.829824,5960.557431,6046.367018,5926.589719,5805.964863,5461.007346,5174.13775,4961.942631,4774.058113,4669.618388,4522.860814,4519.110316,4508.536947,4925.434233,5002.64398,5152.76316,5151.919078,5175.211676,5188.47835,5330.015015,5404.763301,5534.708061,5535.473393,5740.124157,5716.611234,5708.914772,5907.881307,6260.883188,6447.583354,6693.913742,6890.924138,7046.827241,6932.110987,7127.071415,7231.604096,7277.425789,7352.525089,7445.609498,7497.978631,7724.733284,
Mexico,MEX,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3686.395013,3750.840897,3804.547522,3986.440986,4324.485845,4490.494492,4620.520494,4744.741942,5036.374162,5050.561207,5212.901685,5238.980758,5490.265993,5735.520405,5881.256441,6036.818714,6127.205553,6165.411402,6545.367602,7003.035118,7467.538121,7935.98602,7711.239321,7228.938869,7333.353429,7369.866312,6951.816367,6942.826036,6893.916352,7044.824577,7257.931082,7415.50601,7532.607786,7685.217403,7896.120598,7307.176978,7603.708981,7999.857942,8245.493925,8340.563858,8659.797254,8494.838851,8401.015867,8416.904266,8667.288555,8808.563565,9108.06545,9253.317716,9232.197316,8657.836029,8959.581416,9183.328078,9414.906078,9409.965371,9492.990889,9615.312229,9707.908005,
Marshall Islands,MHL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,2232.412426,2239.366439,2470.851774,2449.221177,2189.831782,2600.350417,2712.352066,2796.888273,2644.48774,2630.067994,2568.463886,2701.547914,2825.471279,2960.372058,3175.884122,2827.282542,2630.154938,2543.881281,2475.558458,2617.365432,2756.475861,2829.937008,2837.036178,2842.690116,2926.635269,2967.371233,3072.293763,3017.071072,2961.927086,3146.763948,3177.638584,3279.9636,3365.465417,3333.361046,3315.192935,3373.945538,
Middle income,MIC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1015.07339,1025.67526,1045.490847,1070.072685,1126.7034,1163.255816,1185.086055,1200.599501,1250.604458,1314.983356,1387.56288,1440.551038,1498.756514,1574.547022,1634.007161,1669.870734,1748.314857,1791.059726,1811.334783,1848.885589,1894.056322,1886.988486,1895.361524,1881.222285,1926.925154,1971.877413,2009.160817,2055.587176,2089.443817,2107.9882,2113.126084,2100.851911,2082.89706,2106.133895,2123.55788,2166.660031,2236.222954,2310.912781,2320.877391,2361.783582,2461.634383,2512.986591,2584.700411,2692.820745,2875.538264,3042.261067,3249.543777,3493.467921,3647.949119,3686.761652,3916.756249,4108.177888,4261.314034,4428.982102,4572.533346,4694.033268,4829.405768,
"Macedonia, FYR",MKD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3853.921913,3621.413485,3391.56046,3145.56069,3093.882098,3057.004226,3083.60699,3112.123134,3197.353239,3315.756608,3448.834452,3329.920826,3369.632048,3436.967605,3591.293326,3755.036592,3942.436134,4192.948487,4418.267429,4398.773805,4542.904104,4645.515002,4620.637317,4751.901411,4920.216063,5104.777388,5222.826747,
Mali,MLI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,340.6941607,348.7666955,344.7667635,360.5346503,363.9551185,378.7748284,366.7761119,354.8077452,389.0934231,434.4281214,454.0498605,439.6181723,476.5791332,447.3747305,445.0742005,403.6775287,402.5234388,393.5468203,465.0296507,470.150897,462.9442986,490.2892417,502.8532591,481.2548519,526.1363527,496.813829,499.2204121,504.3585379,495.698186,517.0869607,528.2682746,553.6650742,569.7042061,553.5780114,620.2847837,620.55831,656.4918881,645.9229792,666.257623,674.7401265,675.4092087,684.4944184,693.5460684,708.3707632,709.3993798,683.0015974,678.7562806,705.7884727,726.248067,745.8707245,
Malta,MLT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,3742.808284,3834.023151,4061.220124,4233.10294,4661.100726,5532.039364,6440.574623,7197.154326,7917.593862,8659.986479,9173.787806,9408.164824,9418.874772,9230.175629,9315.213483,9389.628254,9592.800626,9918.578333,10665.2248,11425.79521,12026.4033,12439.03238,12888.88383,13332.57544,13954.88599,14736.87762,15193.46201,15871.60846,16577.03279,17256.85159,18306.66506,18280.21353,18685.65569,19035.36115,18991.7828,19585.12427,19870.7522,20590.95219,21142.02081,20466.5636,21087.79469,21296.25765,21685.29038,22471.64293,24080.2311,25511.46591,26577.65638,
Myanmar,MMR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,158.8301077,156.2152475,159.1839606,176.6119431,162.5986514,175.9573877,163.5534571,150.221357,164.2936679,165.6120778,169.6882621,172.4886015,172.5080859,166.8170652,171.6100739,174.5616894,180.8788235,187.23759,194.8865008,200.3607491,211.3680279,219.7355362,226.8739083,231.6609639,237.9493339,239.7796797,232.6501833,219.1968268,190.9118549,194.7373964,197.2098451,193.2444664,209.2652101,219.283883,232.9093984,246.0642707,258.5950686,269.6495273,281.7317043,308.5901093,346.7746454,381.7030096,422.9583997,476.6124381,536.2101036,603.8320887,677.7036471,753.9518937,826.0946985,907.3623858,987.7365832,1034.77236,1101.206165,1183.279235,1266.124091,1342.263064,1408.14066,
Middle East & North Africa (excluding high income),MNA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,1880.142209,1951.041731,2071.790025,2257.470874,2463.764563,2620.753769,2763.982019,3061.647876,3159.753963,3271.495615,3258.27801,3680.541685,3593.957357,3314.038604,3109.06847,2789.156761,2664.188305,2939.673049,3021.63235,2895.016492,2899.619386,2731.514037,2686.003526,2583.161786,2571.646766,2803.861272,2697.231913,2758.090358,2741.131179,2722.178059,2736.034221,2852.084897,2895.345634,3026.051923,3110.948669,3184.76847,3216.697403,3275.253137,3307.834812,3510.680989,3606.378939,3737.475332,3895.001988,3960.977789,3988.832907,4122.811861,4010.209337,3942.618946,3959.308055,4012.479569,3996.948923,4226.659601,
Montenegro,MNE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5014.107195,5275.881067,4793.049831,4950.21952,4984.575482,5058.967829,5164.785444,5382.489073,5599.886517,6072.034173,6709.912098,6932.072358,6516.357371,6682.281158,6890.773061,6697.446381,6928.374526,7045.117924,7279.887054,7492.8616,
Mongolia,MNG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,1440.624571,1521.951195,1570.554593,1621.173418,1668.49739,1774.660246,1784.539745,1825.095841,1855.799568,1761.217386,1583.617995,1420.643612,1363.653468,1382.195928,1459.106284,1479.78785,1524.860104,1562.480557,1596.51171,1600.479484,1632.524675,1693.081138,1792.873168,1961.491893,2079.11237,2229.154535,2425.68184,2604.928915,2533.175737,2650.353648,3053.612268,3365.571975,3685.747845,3901.866604,3923.628469,3906.115875,
Northern Mariana Islands,MNP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21177.69637,21687.13219,21573.63096,19408.27827,18673.13235,18056.31724,16639.58126,14155.53999,14681.02308,13712.46164,13803.63606,14089.31129,14468.96404,14919.64002,19115.37648,
Mozambique,MOZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,190.4794724,195.3097044,177.786616,146.9321536,135.2859407,135.2641896,131.646381,151.1552327,163.7802379,173.6638597,172.9108663,176.7885676,161.8338159,169.2182343,172.7925618,170.5817089,209.861657,226.3039233,246.7100989,259.2318253,256.5393797,281.0676913,296.9834863,307.0340734,321.3028804,339.1322442,361.7450376,377.3832719,391.7101473,404.5950201,419.2258149,436.1431815,454.106824,472.590637,493.2522361,510.7920796,515.3872817,
Mauritania,MRT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,791.08535,888.0158533,868.9350366,827.2733782,1025.957059,1157.165529,1126.338556,1132.812054,1212.263546,1191.972615,1296.361654,1282.254619,1236.292341,1145.806531,1248.411351,1150.534953,1213.358334,1156.83529,1118.433007,1138.834732,1143.859997,1149.71163,1090.899028,1099.594893,1034.2349,1035.639752,1064.726623,1055.372237,1044.48609,1065.018738,1018.27052,1009.108767,1001.020756,1031.707101,972.8807544,1038.26412,1066.519367,992.5955313,989.1033223,1033.139259,998.106968,988.4702483,966.4729276,995.1946505,1022.75037,1083.195274,1251.630164,1251.154377,1229.454387,1182.37837,1203.383663,1223.344601,1256.20197,1293.555486,1326.158655,1306.649629,1296.007458,
Mauritius,MUS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,2343.41252,2456.548527,2517.537949,2561.103734,2264.914004,2362.866549,2462.46847,2449.290074,2537.6904,2692.080345,2931.843398,3168.7207,3360.704589,3483.978286,3707.85678,3830.741323,4026.892304,4181.671063,4294.088121,4439.862813,4640.253025,4843.144245,5083.423339,5150.249909,5560.234649,5658.449692,5738.055974,5905.001213,6205.253196,6245.196957,6746.886623,7100.861823,7456.369246,7683.124925,8000.376432,8313.271254,8580.085649,8848.887032,9163.633354,9468.940701,9822.008134,
Malawi,MWI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,241.1860851,253.8983449,249.8939823,240.837956,241.5514649,268.0012147,296.2496894,310.0747659,296.5522149,306.0290775,299.5285481,338.9072598,350.3274672,348.5378227,363.0670009,374.1336342,381.1724815,387.6367023,412.2756822,417.4953589,407.1716579,375.6070591,375.6953801,379.3180092,386.0562022,386.0580572,364.3034984,347.6651337,337.2458491,324.5788882,330.5911202,351.8616433,323.0917726,353.4557118,315.9296239,364.6085057,383.5178873,387.63064,390.5824919,390.0893667,384.6801697,355.5508487,352.0284511,362.3719364,371.7873703,373.232125,379.438608,403.4945968,421.2261448,442.5572847,458.8681744,466.9633422,461.8873418,471.8404663,484.3686249,483.628811,481.4519367,
Malaysia,MYS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1408.645989,1468.620178,1513.593182,1573.751727,1607.940886,1681.962292,1764.642298,1785.970804,1881.333231,1926.272122,1993.449571,2058.905925,2199.983689,2400.78249,2539.268137,2498.353821,2718.7399,2855.945058,2968.743427,3164.985692,3317.31211,3463.333765,3583.692653,3718.267055,3908.493219,3763.717626,3701.245067,3787.375368,4040.882906,4279.164927,4534.795168,4835.991921,5131.831203,5500.11697,5858.948106,6275.115757,6729.52394,7040.790471,6360.949331,6589.603749,7009.60174,6893.280513,7114.816741,7377.308194,7725.84502,7983.891494,8273.661989,8889.684192,9020.399703,8635.116722,9071.356987,9377.187567,9708.936994,9981.15458,10398.2269,10745.04547,11031.82156,
North America,NAC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,17095.86211,17209.83632,17991.74416,18520.73406,19331.82715,20307.25101,21367.11929,21659.12809,22470.31634,22979.99886,23438.44621,23920.39687,24902.96633,26072.2049,25789.72229,25518.44398,26624.30117,27535.94452,28715.9573,29324.2516,29037.79751,29520.65073,28633.64501,29623.08666,31454.76652,32512.59222,33297.31928,34150.90569,35259.4313,36133.95095,36335.92503,35751.8747,36425.56493,36940.70496,37989.48988,38573.15504,39496.96812,40773.65447,42085.24825,43586.39797,44923.36444,44948.91597,45382.50935,46206.9726,47479.80255,48608.10518,49432.09429,49847.66816,49289.29888,47481.75506,48289.7003,48758.01098,49426.49577,49920.30522,50820.52392,51796.30772,52172.61442,
Namibia,NAM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,4357.690828,4308.165719,4201.235798,4030.333658,3912.042406,3802.982213,3833.099938,3802.396444,3666.325761,3577.417626,3509.356242,3663.714541,3802.632357,3631.580738,3586.942711,3617.290035,3620.889061,3661.051521,3673.844599,3700.591111,3746.713119,3723.525297,3845.05715,3958.873863,4394.410646,4454.63476,4715.105966,4968.664034,5036.254699,4978.680002,5191.583081,5351.369745,5502.258873,5679.278652,5901.242887,6114.055633,6045.217054,
New Caledonia,NCL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,612.2551916,622.1838328,666.6582066,708.6352977,689.266914,716.0067705,693.1111873,674.4323924,658.0678133,604.6632878,605.9097631,622.7387584,574.4339493,463.4881697,490.2927534,463.34692,453.3638824,474.6850096,523.2537331,544.6409341,517.3317936,505.6964849,499.2937292,462.0617176,373.4268759,390.888844,404.0180522,392.8794291,407.9378535,399.6246439,382.485945,379.7370743,343.5129624,336.9447834,338.5924376,335.4807478,334.8455812,331.8965051,353.4172418,338.8477128,322.1498896,332.7555407,330.5481643,335.6682297,323.9699679,326.3317101,332.7108759,330.6332125,349.0046802,333.6902929,348.151511,342.8593084,368.9428442,373.7368746,386.7257997,386.9036441,391.1325854,
Nigeria,NGA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1299.949249,1276.28521,1301.353358,1383.482572,1421.378938,1459.253593,1367.488268,1127.443034,1089.144625,1322.757195,1616.187432,1803.956145,1821.182085,1873.163224,2029.446662,1871.757874,1983.036892,2040.263819,1865.00944,1932.568367,1957.098777,1654.633422,1595.145598,1476.665343,1410.678825,1489.423973,1324.115189,1151.125607,1205.804625,1250.682773,1374.436761,1331.611999,1304.090283,1298.440953,1277.992926,1242.738047,1272.72925,1276.24082,1278.651315,1253.047894,1287.059256,1310.505968,1326.242969,1426.903307,1860.062377,1875.029642,1976.708469,2056.838591,2128.666632,2216.499394,2327.32067,2376.638773,2412.860782,2475.948058,2563.092124,2562.522216,2455.918559,
Nicaragua,NIC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1527.67075,1590.792735,1723.945821,1839.747946,1984.406692,2099.622034,2105.036204,2185.278832,2148.975918,2214.951245,2177.57649,2181.707886,2162.706382,2231.702592,2471.0542,2392.371036,2440.71873,2565.23219,2293.71987,1637.105514,1663.830747,1704.419248,1644.813739,1675.619115,1607.763443,1504.784784,1455.023581,1412.737856,1210.203155,1164.191588,1138.04747,1111.148802,1091.101552,1063.434612,1076.042539,1117.047273,1165.538367,1190.034897,1213.172425,1277.53416,1309.525597,1328.750088,1320.392956,1335.816943,1388.543261,1429.264574,1464.350519,1518.653199,1550.501295,1480.376529,1526.497938,1603.33429,1687.358679,1750.057433,1812.994742,1879.713021,1946.373407,
